what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1456125690449
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1456125691505
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1456125692745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125711476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125772841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125775258
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125777757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125778146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125779583
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1456125787391
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1456125788419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125792115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125794193
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1456125799369
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1456125800387
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1456125800949
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1456125801668
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125870512
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125871446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125876099
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.showInformation",1456125876111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456125884638
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456126122802
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456126415529
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456126431820
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456126437591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456126549154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456126559815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456126559937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456126563075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456126564095
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456126566936
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1456126572810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456126574414
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456176208013
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1456176296976
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1456176356658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456176807669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456177190562
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1456177198684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456177202440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181023732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181024291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181025010
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181026244
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181027232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181028006
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181035841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181040384
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181107887
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181108439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181110138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181110156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181112325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181112364
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181114085
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1456181114214
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1456181114270
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1456181114459
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1456181114459
stopped,bundle,com.altera.debug.cdi.gdb.plugin,14.0.0.200,"com.altera.debug.cdi.gdb.plugin",1456181114459
stopped,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1456181114459
stopped,bundle,com.altera.sbt4e.launch,14.0.0.200,"com.altera.sbt4e.launch",1456181114459
stopped,bundle,com.altera.sbtgui.ui,14.0.0.200,"com.altera.sbtgui.ui",1456181114460
stopped,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1456181114460
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1456181114460
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1456181114460
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1456181114460
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1456181114460
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1456181114461
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1456181114462
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1456181114462
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.search",1456181114463
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1456181114463
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.ui",1456181114464
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201202111925,"org.eclipse.cdt.gdb.ui",1456181114464
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1456181114464
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1456181114464
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1456181114464
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.1.201202111925,"org.eclipse.cdt.debug.ui.memory.traditional",1456181114465
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1456181114465
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1456181114465
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201202152032,"org.eclipse.linuxtools.cdt.autotools.ui",1456181114466
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1456181114466
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1456181114467
stopped,bundle,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.ui",1456181114467
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1456181114467
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1456181114467
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.core",1456181114467
stopped,bundle,org.eclipse.cdt.make.core,7.1.2.201202111925,"org.eclipse.cdt.make.core",1456181114467
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1456181114467
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1456181114467
stopped,bundle,com.altera.sbtgui.flash.plugin,14.0.0.200,"com.altera.sbtgui.flash.plugin",1456181114468
stopped,bundle,com.altera.sbtgui.gprof,14.0.0.200,"com.altera.sbtgui.gprof",1456181114468
stopped,bundle,com.altera.sbtgui.core,14.0.0.200,"com.altera.sbtgui.core",1456181114468
stopped,bundle,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui",1456181114468
stopped,bundle,org.eclipse.cdt.core,5.3.2.201202111925,"org.eclipse.cdt.core",1456181114469
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1456181114470
stopped,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1456181114470
stopped,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1456181114470
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1456181114471
stopped,bundle,org.eclipse.rse.importexport,1.2.200.v201105021534,"org.eclipse.rse.importexport",1456181114471
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.200.v201101042155,"org.eclipse.rse.subsystems.shells.telnet",1456181114472
stopped,bundle,org.eclipse.rse.shells.ui,3.0.301.R33x_v201107181530,"org.eclipse.rse.shells.ui",1456181114473
stopped,bundle,org.eclipse.rse.files.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.files.ui",1456181114474
stopped,bundle,org.eclipse.rse.processes.ui,3.0.300.v201101042155,"org.eclipse.rse.processes.ui",1456181114474
stopped,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1456181114475
stopped,bundle,org.eclipse.mylyn.commons.team,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.team",1456181114475
stopped,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1456181114475
stopped,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1456181114475
stopped,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1456181114475
stopped,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1456181114475
stopped,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1456181114476
stopped,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1456181114476
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.tasks.ui",1456181114477
stopped,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1456181114477
stopped,bundle,org.eclipse.mylyn.help.ui,3.6.1.v20110830-0100,"org.eclipse.mylyn.help.ui",1456181114477
stopped,bundle,org.eclipse.mylyn.tasks.bugs,3.6.1.v20110825-0100,"org.eclipse.mylyn.tasks.bugs",1456181114478
stopped,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1456181114478
stopped,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1456181114478
stopped,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1456181114478
stopped,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1456181114478
stopped,bundle,org.eclipse.cdt.debug.ui.memory.transport,2.1.0.201202111925,"org.eclipse.cdt.debug.ui.memory.transport",1456181114479
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1456181114479
stopped,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1456181114479
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1456181114480
stopped,bundle,org.eclipse.rse.subsystems.files.dstore,2.1.201.R33x_v201109141647,"org.eclipse.rse.subsystems.files.dstore",1456181114481
stopped,bundle,org.eclipse.rse.subsystems.processes.dstore,2.1.300.v201101042155,"org.eclipse.rse.subsystems.processes.dstore",1456181114482
